"study","cell_id","design_role","task_type","method","n_calib","rep","planned_units"
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,53,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,54,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,55,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,56,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,57,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,58,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,59,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,60,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,61,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,62,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,63,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,64,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,65,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,66,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,67,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,68,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,69,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,70,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,71,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,72,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,73,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,74,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,75,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,76,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,77,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,78,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,79,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,80,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,81,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,82,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,83,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,84,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,85,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,86,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,87,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,88,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,89,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,90,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,91,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,92,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,93,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,94,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,95,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,96,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,97,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,98,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,99,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",24,100,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,1,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,2,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,3,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,4,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,5,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,6,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,7,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,8,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,9,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,10,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,11,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,12,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,13,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,14,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,15,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,16,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,17,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,18,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,19,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,20,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,21,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,22,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,23,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,24,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,25,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,26,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,27,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,28,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,29,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,30,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,31,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,32,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,33,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,34,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,35,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,36,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,37,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,38,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,39,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,40,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,41,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,42,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,43,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,44,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,45,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,46,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,47,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,48,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,49,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,50,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,51,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,52,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,53,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,54,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,55,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,56,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,57,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,58,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,59,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,60,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,61,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,62,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,63,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,64,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,65,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,66,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,67,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,68,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,69,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,70,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,71,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,72,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,73,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,74,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,75,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,76,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,77,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,78,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,79,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,80,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,81,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,82,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,83,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,84,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,85,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,86,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,87,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,88,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,89,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,90,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,91,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,92,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,93,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,94,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,95,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,96,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,97,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,98,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,99,1
"study2","primary_q4_calibration","primary_calibration_curve","eiv_fit","EIV-GP",48,100,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,1,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,2,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,3,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,4,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,5,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,6,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,7,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,8,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,9,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,10,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,11,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,12,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,13,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,14,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,15,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,16,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,17,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,18,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,19,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,20,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,21,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,22,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,23,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,24,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,25,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,26,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,27,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,28,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,29,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,30,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,31,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,32,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,33,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,34,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,35,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,36,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,37,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,38,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,39,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,40,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,41,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,42,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,43,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,44,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,45,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,46,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,47,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,48,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,49,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,50,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,51,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,52,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,53,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,54,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,55,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,56,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,57,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,58,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,59,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,60,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,61,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,62,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,63,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,64,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,65,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,66,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,67,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,68,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,69,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,70,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,71,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,72,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,73,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,74,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,75,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,76,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,77,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,78,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,79,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,80,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,81,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,82,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,83,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,84,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,85,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,86,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,87,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,88,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,89,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,90,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,91,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,92,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,93,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,94,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,95,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,96,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,97,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,98,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,99,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",0,100,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,1,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,2,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,3,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,4,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,5,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,6,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,7,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,8,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,9,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,10,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,11,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,12,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,13,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,14,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,15,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,16,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,17,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,18,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,19,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,20,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,21,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,22,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,23,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,24,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,25,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,26,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,27,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,28,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,29,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,30,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,31,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,32,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,33,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,34,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,35,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,36,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,37,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,38,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,39,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,40,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,41,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,42,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,43,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,44,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,45,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,46,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,47,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,48,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,49,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,50,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,51,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,52,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,53,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,54,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,55,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,56,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,57,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,58,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,59,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,60,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,61,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,62,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,63,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,64,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,65,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,66,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,67,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,68,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,69,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,70,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,71,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,72,1
"study2","primary_q4_calibration","primary_calibration_curve","ablation_fit","RF-OM",6,73,1
